ID_MSMLS	PRIMARY_NAME	SMILES	MOLECULAR_FORMULA	KEGG ID_CSID	CAS ID	HMDB/YMDB ID	NEUTRAL MONOISOTOPIC MOLECULAR MASS	METLIN_ID	PC_CID	PC_SID	ChEBI	id_Mzmine	score_cosine	precursor_mz	rt	intensity	GNPS_Compound_Name	LibraryName	MQScore	MZErrorPPM	SharedPeaks	Ion_Source	Instrument	Compound_Source	PI	Data_Collector	Adduct.1	Precursor_MZ.1	Library_Class	IonMode	LibraryQualityString	Compound_Name-Topk=10	NumberHits
421	L-TRYPTOPHANAMIDE	NC(CC1=CNC2=CC=CC=C12)C(N)=O (L-TRYPTOPHANAMIDE)	C11H13N3O	C00977	20696-57-5	HMDB0013318 (L-TRYPTOPHANAMIDE)	203.105862053	65546	439356	24899899	16533	6234	1	204.11322	6.25351	80825576	L-TRYPTOPHANAMIDE - 50.0 eV	GNPS-LIBRARY.mgf	0.93193	0.897079	6	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	204.113	1	Positive	Gold	L-TRYPTOPHANAMIDE - 50.0 eV	10
423	N-METHYLTRYPTAMINE	CNCCC1=CNC2=CC=CC=C12	C11H14N2	C06213	61-49-4	HMDB0004370	174.115698458	63558	6088	348276315	28136	6942	1	175.12288	7.32908	56300480	N-OMEGA-METHYLTRYPTAMINE	MONA.mgf	0.991946	0.784187	4	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037425	M+H	175.123	3	positive	Bronze	N-OMEGA-METHYLTRYPTAMINE	10
428	FERULATE	COC1=C(O)C=CC(\C=C\C(O)=O)=C1	C10H10O4	C01494	1135-24-6	HMDB0000954	194.057908808	4156	445858	329769805	17620	7767	1	195.06509	8.90148	2732178.8	FERULATE - 50.0 eV	GNPS-LIBRARY.mgf	0.855167	0.782241	5	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	195.065	1	Positive	Gold	FERULATE - 50.0 eV	10
429	GLYCOCHOLATE	C[C@H](CCC(O)=NCC(O)=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C (GLYCOCHOLATE)	C26H43NO6	C01921	475-31-0	HMDB0000138 (GLYCOCHOLATE)	465.309038113	202	10140	24895107	17687	7940	1	466.31595	11.39548	12071127	Glycocholic acid - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.919789	2.02876	21	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	466.317	1	Positive	Gold	Glycocholic acid - 40.0 eV	10
433	GLYCOCHENODEOXYCHOLATE	[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(=O)NCC(O)=O (GLYCOCHENODEOXYCHOLATE)	C26H43NO5	C05466	640-79-9	HMDB0000637 (GLYCOCHENODEOXYCHOLATE)	449.314124	203	12544	24895023	36274	8473	1	450.32166	12.66813	10719261	GUDCA - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.846959	0.880989	13	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	450.322	1	Positive	Gold	GUDCA - 40.0 eV	10
449	LIPOAMIDE	NC(=O)CCCCC1CCSS1	C8H15NOS2	C00248	940-69-2	HMDB0000962	205.059505487	3372	863	3547	17460	12412	1	206.06691	9.99391	47714184	LIPOAMIDE - 50.0 eV	GNPS-LIBRARY.mgf	0.902105	0.296191	7	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	206.067	1	Positive	Gold	LIPOAMIDE - 50.0 eV	10
454	5-METHYLCYTIDINE	CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N=C1N	C10H15N3O5	CSID83877	2140-61-6	HMDB0000982	257.101170605	5919	92918	24896915	20607	12885	0.999	258.10834	1.81474	32846294	5_METHYLCYTIDINE	GNPS-LIBRARY.mgf	0.976342	1.41883	3	ESI	Orbitrap	Commercial	Aron	David Hattan	M+H	258.108	1	Positive	Gold	5_METHYLCYTIDINE	9
457	HIPPURATE	OC(=O)CNC(=O)C1=CC=CC=C1	C9H9NO3	C01586	495-69-2	HMDB0000714	179.058243159	1301	464	57646893	18089	12692	1	180.0656	7.53057	24698648	Hippuric acid CollisionEnergy:205060	BERKELEY-LAB.mgf	0.986226	2.71168	5	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	180.066	3	Positive	Bronze	Hippuric acid CollisionEnergy:205060	10
462	4-HYDROXYBENZALDEHYDE	OC1=CC=C(C=O)C=C1	C7H6O2	C00633	123-08-0	HMDB0011718	122.036779436	62451	126	24848630	17597	13318	0.999	123.04446	7.93574	4343116	4-hydroxybenzaldehyde CollisionEnergy:102040	BERKELEY-LAB.mgf	0.976324	3.53431	3	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	123.044	3	Positive	Bronze	4-hydroxybenzaldehyde CollisionEnergy:102040	10
464	3-METHOXYTYRAMINE	COC1=C(O)C=CC(CCN)=C1 (3-METHOXYTYRAMINE)	C9H13NO2	C05587	554-52-9	HMDB0000022 (3-METHOXYTYRAMINE)	167.094628665	67	1669	24277898	1582	13634	0.999	168.10188	4.90783	64670468	3-METHOXYTYRAMINE	MONA.mgf	0.86342	0.90771	5	ESI	qTof	isolated	MoNA	MoNA:MoNA032400	M+H	168.102	3	positive	Bronze	3-METHOXYTYRAMINE	10
479	GLUCOSE-1-PHOSPHATE	OC[C@H]1OC(OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O (GLUCOSE 1-PHOSPHATE)	C6H13O9P	C00103	59-56-3	HMDB0001586 (GLUCOSE 1-PHOSPHATE)	260.029718526	379	65533	24895281	29042	15418	1	261.03687	0.88932	995317.06	Cori ester (alpha-anomer) - 40.0 eV	BIRMINGHAM-UHPLC-MS-POS.mgf	0.980798	0.233818	7	ESI	Orbitrap	Isolated	PI	Data Collector	M+H	261.037	1	Positive	Gold	Cori ester (alpha-anomer) - 40.0 eV	10
482	4-QUINOLINECARBOXYLATE	C1=CC=C2C(=C1)C(=CC=N2)C(=O)O	C10H7NO2	C06414	486-74-8	-	173.047679	66397	10243	24850356	18311	584	0.999	174.05548	3.58868	102009150	Quinoline-4-carboxylic acid CollisionEnergy:205060	BERKELEY-LAB.mgf	0.967192	2.71766	4	LC-ESI	Orbitrap	Commercial	Trent Northen	JGI	M+H	174.055	3	Positive	Bronze	Quinoline-4-carboxylic acid CollisionEnergy:205060	10
484	DETHIOBIOTIN	C[C@@H]1NC(=O)N[C@@H]1CCCCCC(O)=O	C10H18N2O3	C01909	533-48-2	HMDB0003581	214.131742452	3351	445027	24893431	42280	1849	1	215.13965	8.35428	41371856	DETHIOBIOTIN - 70.0 eV	GNPS-LIBRARY.mgf	0.861928	3.04979	7	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	215.139	1	Positive	Gold	DETHIOBIOTIN - 70.0 eV	5
487	N-ACETYLSEROTONIN	CC(=O)NCCC1=CNC2=C1C=C(O)C=C2	C12H14N2O2	C00978	1210-83-9	HMDB0001238	218.105527702	366	903	24278209	17697	1741	1	219.11356	7.7252	39943572	N-ACETYL-5-HYDROXYTRYPTAMINE	MONA.mgf	0.982595	2.78556	7	ESI	qTof	isolated	MoNA	MoNA:MoNA032876	M+H	219.113	3	positive	Bronze	N-ACETYL-5-HYDROXYTRYPTAMINE	10
488	N-ETHYL-5-METHYL-2-(1-METHYLETHYL)-CYCLOHEXANECARBOXAMIDE	CCNC(=O)C1CC(C)CCC1C(C)C	C13H25NO	CSID56632	39711-79-0	HMDB0037834	211.193614427	92642	62907	24901712	NA	2832	0.792	212.20146	13.29172	179992590	Massbank:LU130203 N-Ethyl-4-menthane-3-carboxamide|N-Ethyl-p-menthane-3-carboxamide|N-ethyl-5-methyl-2-propan-2-ylcyclohexane-1-carboxamide	MASSBANK.mgf	0.977443	1.9415	9	ESI	Hybrid FT	Isolated	Massbank	Massbank	M+H	212.201	3	Positive	Bronze	Massbank:LU130203 N-Ethyl-4-menthane-3-carboxamide|N-Ethyl-p-menthane-3-carboxamide|N-ethyl-5-methyl-2-propan-2-ylcyclohexane-1-carboxamide	10
505	N-ACETYLLEUCINE	CC(C)C[C@H](NC(C)=O)C(O)=O	C8H15NO3	C02710	1188-21-2	HMDB0011756	173.105193351	43866	70912	24867665	17786	5430	1	174.1132	8.08624	45325824	N-ACETYL-LEUCINE	MONA.mgf	0.994969	6.66047	5	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037315	M+H	174.112	3	positive	Bronze	N-ACETYL-LEUCINE	10
509	INDOLE-3-METHYL-ACETATE	COC(=O)CC1=CNC2=C1C=CC=C2	C11H11NO2	CSID67279	1912-33-0	HMDB0029738	189.078978601	86457	74706	24896162	72782	7069	1	190.08708	11.74381	3282001.8	METHYL INDOLE-3-ACETATE	MONA.mgf	0.961249	5.77966	3	ESI	qTof	isolated	MoNA	MoNA:MoNA032477	M+H	190.086	3	positive	Bronze	METHYL INDOLE-3-ACETATE	10
515	SALSOLINOL	[H][C@@]1(C)NCCC2=CC(O)=C(O)C=C12 (SALSOLINOL)	C10H13NO2	C09642	27740-96-1	HMDB0042012 (SALSOLINOL)	179.094629	44804	91588	329825394	113	6705	0.962	180.10258	2.45311	59787320	1-METHYL-6,7-DIHYDROXY-1,2,3,4-TETRAHYDROISOQUINOLINE - 60.0 eV	GNPS-LIBRARY.mgf	0.821443	3.05003	4	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	180.102	1	Positive	Gold	1-METHYL-6,7-DIHYDROXY-1,2,3,4-TETRAHYDROISOQUINOLINE - 60.0 eV	5
530	3-METHYLADENINE	CN1C=NC(N)=C2N=CN=C12	C6H7N5	C00913	5142-23-4	HMDB0011600	149.070145249	62375	1673	24897326	38635	10534	0.983	150.07793	1.56438	99018590	3-METHYLADENINE - 70.0 eV	GNPS-LIBRARY.mgf	0.803572	6.20206	5	ESI	Orbitrap	Isolated	Madeleine Ernst	Anna Abrahamsson	M+H	150.077	1	Positive	Gold	3-METHYLADENINE - 70.0 eV	10
532	BIOTIN	[H][C@]12CS[C@@H](CCCCC(O)=O)[C@@]1([H])NC(=O)N2	C10H16N2O3S	C00120	58-85-5	HMDB0000030	244.088163078	243	171548	24891778	15956	10137	1	245.0965	7.84627	14172575	Massbank:LU132804 Biotin|5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid	MASSBANK.mgf	0.85796	6.03889	11	ESI	Hybrid FT	Isolated	Massbank	Massbank	M+H	245.095	3	Positive	Bronze	Massbank:LU132804 Biotin|5-[(3aS,4S,6aR)-2-oxo-1,3,3a,4,6,6a-hexahydrothieno[3,4-d]imidazol-4-yl]pentanoic acid	10
536	5-HYDROXYINDOLEACETATE	OC(=O)CC1=CNC2=CC=C(O)C=C12	C10H9NO3	C05635	54-16-0	HMDB0000763	191.058243159	2975	1826	24278130	27823	10936	0.994	192.06628	7.49218	5573870	Massbank:PB001382 5-Hydroxyindole-3-acetic acid|2-(5-hydroxy-1H-indol-3-yl)acetic acid	MASSBANK.mgf	0.972203	1.35057	4	ESI	LC-ESI-QTOF	Isolated	Putative Massbank Match	Massbank	[M+H]+	192.066	3	Positive	Bronze	Massbank:PB001382 5-Hydroxyindole-3-acetic acid|2-(5-hydroxy-1H-indol-3-yl)acetic acid	10
542	XYLITOL	OC[C@H](O)C(O)[C@H](O)CO	C5H12O5	C00379	87-99-0	HMDB0002917	152.068473494	3274	6912	24902140	17151	11611	1	153.07637	0.96336	1160594.2	XYLITOL	MONA.mgf	0.986104	2.49203	7	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037087	M+H	153.076	3	positive	Bronze	XYLITOL	8
551	MANNITOL	OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO	C6H14O6	C00392	69-65-8	HMDB0000765	182.07903818	142	6251	24896902	16899	13358	1	183.08725	0.94434	2290485.2	MANNITOL	MONA.mgf	0.993222	7.08409	9	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037084	M+H	183.086	3	positive	Bronze	MANNITOL	10
556	L-GULONOLACTONE	C(C(C1C(C(C(=O)O1)O)O)O)O	C6H10O6	C05410	6322-07-2	-	178.047738052	64612	165105	24853122	5571	13585	0.785	179.05579	0.94917	318553.6	GULONIC ACID GAMMA-LACTONE	MONA.mgf	0.969399	4.26092	8	ESI	Orbitrap	isolated	MoNA	MoNA:MoNA037088	M+H	179.055	3	positive	Bronze	GULONIC ACID GAMMA-LACTONE	8
